usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023,egc_tagx.chn500.y2023,egc_tagx.soe.y2023,egc_tagx.plc.y2023,egc_tagx.nht.y2023,egc_tagx.isc100.y2023,egc_tagx.fic500_all.y2023,egc_tagx.fic500_mfg.y2023,egc_tagx.fic100_svc.y2023,h_comments
au2,哲库科技（上海）有限公司,哲库科技（上海）有限公司,ent,i-root,au2,哲库科技（上海）有限公司,"{""2021-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
ati,深圳香江控股股份有限公司,深圳香江控股股份有限公司,ent,i-root,ati,深圳香江控股股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
atj,神州数码系统集成服务有限公司,神州数码系统集成服务有限公司,ent,atk,atk,神州数码信息服务集团股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,[plc],nht,nf-404,nf-404,nf-404,nf-404,
atk,神州数码信息服务集团股份有限公司,神州数码信息服务集团股份有限公司,ent,i-root,atk,神州数码信息服务集团股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
au3,中国烟草总公司,中国烟草总公司,ent,i-root,au3,中国烟草总公司,{},nf-404,nf-404,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240116：1984年，国务院批准设立国家烟草专卖局，与中国烟草总公司一套机构、两块牌子。-- http://www.tobacco.gov.cn/
au4,中国日报社,中国日报社,pin,i-root,au4,中国日报社,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
au5,中国船舶工业股份有限公司,中国船舶工业股份有限公司,ent,at0,at0,中国船舶集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,"240116：参考http://www.cssc.net.cn/n11/index.html
240114：被母公司45%控股"
au6,首都机场集团有限公司,首都机场集团有限公司,ent,i-root,au6,首都机场集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240116：国务院部委管理的局-中国民用航空局直属单位；2个网站都有说明。
au7,中国电信集团有限公司,中国电信集团有限公司,ent,i-root,au7,中国电信集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240115：公司架构参考-http://www.chinatelecom.com.cn/corp/zzjgcs/
au8,中国电子科技集团有限公司,中国电子科技集团有限公司,ent,i-root,au8,中国电子科技集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,"240118:旗下有公司chn，视同chn
231222：首页下部有成员公司网站、上市公司网站。"
aua,中国建设银行股份有限公司,中国建设银行股份有限公司,ent,i-root,aua,中国建设银行股份有限公司,{},glb,chn,soe,plc,nf-404,nf-404,nf-404,nf-404,nf-404,240114：央企待跟进
au9,中国工商银行股份有限公司,中国工商银行股份有限公司,ent,i-root,au9,中国工商银行股份有限公司,{},glb,chn,soe,plc,nf-404,nf-404,nf-404,nf-404,nf-404,240114：央企待跟进
aub,中国联合网络通信有限公司,中国联合网络通信有限公司,ent,auc,aue,中国联合网络通信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
auc,中国联合网络通信（香港）股份有限公司,中国联合网络通信（香港）股份有限公司,ent,aud,aue,中国联合网络通信集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,240114：从属不是很精确。
aud,中国联合网络通信股份有限公司,中国联合网络通信股份有限公司,ent,aue,aue,中国联合网络通信集团有限公司,{},glb,chn,[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,240114：从属不是很精确。
auf,中国农业发展银行,中国农业发展银行,ent,i-root,auf,中国农业发展银行,{},nf-404,nf-404,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aug,中国农业银行股份有限公司,中国农业银行股份有限公司,ent,i-root,aug,中国农业银行股份有限公司,{},glb,chn,soe,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
aue,中国联合网络通信集团有限公司,中国联合网络通信集团有限公司,ent,i-root,aue,中国联合网络通信集团有限公司,{},[glb],[chn],soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,"240123：下属子公司为glb和chn，视同glb和chn
240114：股权结构参考https://www.chinaunicom.com.cn/52/menu01/567/564/sub-column06"
auj,中国太平洋保险（集团）股份有限公司,中国太平洋保险（集团）股份有限公司,ent,i-root,auj,中国太平洋保险（集团）股份有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240114：上市带跟进
auk,中国国家铁路集团有限公司,中国国家铁路集团有限公司,ent,i-root,auk,中国国家铁路集团有限公司,{},nf-404,nf-404,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aul,中国邮政集团有限公司,中国邮政集团有限公司,ent,i-root,aul,中国邮政集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118:旗下公司有chn，视为chn
aum,中科微至科技股份有限公司,中科微至科技股份有限公司,ent,i-root,aum,中科微至科技股份有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,"240119：未发现和中科院关系
240119:曾用名：
中科微至智能制造科技江苏股份有限公司（202003~202205）
中科微至智能制造科技江苏有限公司（-~202003）"
aun,中科芯集成电路有限公司,中科芯集成电路有限公司,ent,au8,au8,中国电子科技集团有限公司,"{""2021-01-23"":""2024-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,
auo,卓望数码技术（深圳）有限公司,卓望数码技术（深圳）有限公司,ent,i-root,auo,卓望数码技术（深圳）有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
aup,浙江阿里巴巴云计算有限公司,浙江阿里巴巴云计算有限公司,ent,asr,asr,阿里巴巴集团控股有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,[fic],nf-404,[fic],
auq,阿里健康信息技术有限公司,阿里健康信息技术有限公司,ent,asr,asr,阿里巴巴集团控股有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,[fic],nf-404,[fic],"240115：在香港上市
240115：层级简化了"
aur,华润微电子有限公司,华润微电子有限公司,ent,avq,avp,中国华润有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
aus,安克创新科技股份有限公司,安克创新科技股份有限公司,ent,i-root,aus,安克创新科技股份有限公司,"{""2016-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
aut,融创中国控股有限公司,融创中国控股有限公司,ent,i-root,aut,融创中国控股有限公司,{},nf-404,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118：组织架构参考FR22-P203左右
auu,融创房地产集团有限公司,融创房地产集团有限公司,ent,aut,aut,融创中国控股有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
auv,今日头条有限公司,今日头条有限公司,ent,i-root,auv,今日头条有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
auw,中国航空工业集团有限公司,中国航空工业集团有限公司,ent,i-root,auw,中国航空工业集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118：旗下企业chn，视同chn
aux,北京贝塔科技有限公司,北京贝塔科技有限公司,ent,i-root,aux,北京贝塔科技有限公司,"{""2015-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
aui,中国石油天然气股份有限公司,中国石油天然气股份有限公司,ent,axa,axa,中国石油天然气集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
auz,京东集团股份有限公司,京东集团股份有限公司,ent,i-root,auz,京东集团股份有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
av0,博世集团,博世集团,ent,i-root,av0,博世集团,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
av1,江苏法尔胜股份有限公司,江苏法尔胜股份有限公司,ent,a3g,a3g,法尔胜泓昇集团有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,[fic],[fic],nf-404,
av2,南瑞集团有限公司,南瑞集团有限公司,ent,atq,atq,国家电网有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,
auy,SK海力士公司,SK海力士公司,ent,i-root,auy,SK海力士公司,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
av4,中国航天科工集团有限公司,中国航天科工集团有限公司,ent,i-root,av4,中国航天科工集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240223：下属企业chn视作chn
av3,海信家电集团股份有限公司,海信家电集团股份有限公司,ent,a5f,a5g,海信集团有限公司,{},nf-404,[chn],nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,2401120:qcc和年报都说隶属于……。
auh,中国石油化工股份有限公司,中国石油化工股份有限公司,ent,axb,axb,中国石油化工集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
av5,中国航天科工飞航技术研究院,中国航天科工飞航技术研究院,org,av4,av4,中国航天科工集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240116：随便定位企业吧；也称三院-http://www.fhjs.casic.cn/index.html
av6,北京动力机械研究所,北京动力机械研究所,org,av5,av4,中国航天科工集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240116：隶属三院十一所
ava,中国电气装备集团有限公司,中国电气装备集团有限公司,ent,i-root,ava,中国电气装备集团有限公司,{},nf-404,nf-404,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avb,捷普公司,捷普公司,ent,i-root,avb,捷普公司,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avc,南京金龙客车制造有限公司,南京金龙客车制造有限公司,ent,a9p,a9p,开沃新能源汽车集团股份有限公司,"{""2013-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
avd,联想集团有限公司,联想集团有限公司,ent,ave,ave,联想控股股份有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,[fic],[fic],nf-404,240117：参考23财报-P285
ave,联想控股股份有限公司,联想控股股份有限公司,ent,i-root,ave,联想控股股份有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,fic,fic,nf-404,240117：联想集团是旗下的 --https://www.legendholdings.com.cn/Capital/index.aspx?nodeid=12
avf,中国科学院控股有限公司,中国科学院控股有限公司,ent,i-root,avf,中国科学院控股有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avg,隆基绿能科技股份有限公司,隆基绿能科技股份有限公司,ent,i-root,avg,隆基绿能科技股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,chn,nf-404,plc,nht,nf-404,fic,fic,nf-404,
avh,富士通,富士通,ent,i-root,avh,富士通,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avi,新东方教育科技集团有限公司,新东方教育科技集团有限公司,ent,i-root,avi,新东方教育科技集团有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avj,ams-OSRAM 艾迈斯欧司朗公司,ams-OSRAM 艾迈斯欧司朗公司,ent,i-root,avj,ams-OSRAM 艾迈斯欧司朗公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avk,TREND MICRO INCORPORATED--美国,TREND MICRO INCORPORATED--美国,ent,i-root,avk,TREND MICRO INCORPORATED--美国,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avl,三星电子,三星电子,ent,i-root,avl,三星电子,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240117：韩国公司
avm,深圳市法本信息技术股份有限公司,深圳市法本信息技术股份有限公司,ent,i-root,avm,深圳市法本信息技术股份有限公司,"{""2014-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
avn,中国商用飞机有限责任公司,中国商用飞机有限责任公司,ent,i-root,avn,中国商用飞机有限责任公司,{},nf-404,nf-404,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avo,顺丰控股股份有限公司,顺丰控股股份有限公司,ent,i-root,avo,顺丰控股股份有限公司,{},glb,chn,nf-404,plc,nf-404,nf-404,fic,nf-404,fic,
avp,中国华润有限公司,中国华润有限公司,ent,i-root,avp,中国华润有限公司,{},glb,chn,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,"240122:子公司是sss视作sss
240117:若干家下属都是chn因此视同chn
240117：组织架构参考https://www.crc.com.hk/about/overview/architecture/"
avq,华润（集团）有限公司,华润（集团）有限公司,ent,avr,avp,中国华润有限公司,{},[glb],[chn],soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avr,华润股份有限公司,华润股份有限公司,ent,avp,avp,中国华润有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
av7,江苏国泰国际集团股份有限公司,江苏国泰国际集团股份有限公司,ent,i-root,av7,江苏国泰国际集团股份有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,fic,nf-404,fic,
av8,南京钢铁股份有限公司,南京钢铁股份有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb],chn,[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,240226：参考中信集团子公司名单-https://www.group.citic/uploadfile/2022/1121/%E5%AD%90%E5%85%AC%E5%8F%B8%E5%90%8D%E5%8D%95.pdf
av9,中国西电电气股份有限公司,中国西电电气股份有限公司,ent,ava,ava,中国电气装备集团有限公司,{},nf-404,nf-404,[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
avs,四川长虹电子控股集团有限公司,四川长虹电子控股集团有限公司,ent,i-root,avs,四川长虹电子控股集团有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avt,宜宾发展控股集团有限公司,宜宾发展控股集团有限公司,ent,i-root,avt,宜宾发展控股集团有限公司,{},nf-404,[chn],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,"240221：旗下公司chn，视作chn
240117：地方国资委管"
avu,宜宾五粮液股份有限公司,宜宾五粮液股份有限公司,ent,avt,avt,宜宾发展控股集团有限公司,{},nf-404,[chn],nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
avv,松下控股公司,松下控股公司,ent,i-root,avv,松下控股公司,{},glb,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240117：日本公司；组织架构请参考https://panasonic.cn/about/panasonic_china/
avw,松下电器--日本,松下电器--日本,ent,avv,avv,松下控股公司,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
avy,腾讯控股有限公司,腾讯控股有限公司,ent,i-root,avy,腾讯控股有限公司,{},glb,chn,nf-404,nf-404,nf-404,nf-404,fic,nf-404,fic,240117：组织架构参考FR22-P272
aw1,网易公司,网易公司,ent,i-root,aw1,网易公司,{},nf-404,chn,nf-404,nf-404,nf-404,isc,[fic],nf-404,[fic],240118：组织架构参考FR22-P71；以及http://gb.corp.163.com/gb/about/overview.html
aw2,香港网易互动娱乐有限公司,香港网易互动娱乐有限公司,ent,aw1,aw1,网易公司,{},nf-404,[chn],nf-404,nf-404,nf-404,[isc],[fic],nf-404,[fic],240118：香港
aw3,中国航空科技工业股份有限公司,中国航空科技工业股份有限公司,ent,auw,auw,中国航空工业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aw0,北京世纪好未来教育科技有限公司,北京世纪好未来教育科技有限公司,ent,i-root,aw0,北京世纪好未来教育科技有限公司,"{""2014-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240117:以前叫学而思
aw4,中国航空工业集团公司雷华电子技术研究所,中国航空工业集团公司雷华电子技术研究所,org,auw,auw,中国航空工业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aw6,北京文思海辉软件技术有限公司,北京文思海辉软件技术有限公司,ent,aw5,at4,中国电子信息产业集团有限公司,"{""2008-01-23"":""2023-01-23""}",[glb],[chn],[soe],nf-404,nht,nf-404,nf-404,nf-404,nf-404,
aw7,上海合见工业软件集团有限公司,上海合见工业软件集团有限公司,ent,i-root,aw7,上海合见工业软件集团有限公司,"{""2023-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aw5,中电金信数字科技集团有限公司,中电金信数字科技集团有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aw8,中科创达软件股份有限公司,中科创达软件股份有限公司,ent,i-root,aw8,中科创达软件股份有限公司,"{""2010-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
avz,中信泰富特钢集团股份有限公司,中信泰富特钢集团股份有限公司,ent,bhy,bhz,中国中信集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,240117：网站应该没更新和天津的关系-https://www.citicsteel.com/
avx,松下电器中国东北亚公司,松下电器中国东北亚公司,ent,avw,avv,松下控股公司,{},[glb],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
awc,北京小米移动软件有限公司,北京小米移动软件有限公司,ent,awb,awb,小米集团,"{""2015-01-23"":""2024-01-23""}",[glb],[chn],nf-404,nf-404,nht,[isc],[fic],[fic],nf-404,
awd,中国信息通信研究院,中国信息通信研究院,ent,i-root,awd,中国信息通信研究院,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,240118：工信部直属单位；qcc说是事业单位，先定企业吧，因为是hte。
awe,南京熊猫电子股份有限公司,南京熊猫电子股份有限公司,ent,alr,at4,中国电子信息产业集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,240118：组织关系参考FR22-P345
awf,南京中电熊猫信息产业集团有限公司,南京中电熊猫信息产业集团有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
awa,福建顶点软件股份有限公司,福建顶点软件股份有限公司,ent,i-root,awa,福建顶点软件股份有限公司,"{""2008-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
awh,中国大唐集团有限公司,中国大唐集团有限公司,ent,i-root,awh,中国大唐集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118：参考官网架构-https://www.china-cdt.com/dtwz/pFirstForSiteControlAction!pFirst.action?site=dtwz_site&program=gydt_zzjg
aw9,金山云控股有限公司,金山云控股有限公司,ent,i-root,aw9,金山云控股有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118：组织关系参考https://ir.ksyun.com/zh-hans/financials-filings/annual-reports - FR22-P93
awb,小米集团,小米集团,ent,i-root,awb,小米集团,{},glb,chn,nf-404,nf-404,nf-404,isc,[fic],[fic],nf-404,240118：组织关系参考FR22-P258；https://ir.mi.com/
awg,大唐国际发电股份有限公司,大唐国际发电股份有限公司,ent,awh,awh,中国大唐集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
awi,抖音有限公司,抖音有限公司,ent,i-root,awi,抖音有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118：在2205由字节跳动改名而来
awk,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,ent,i-root,awk,浙江核新同花顺网络信息股份有限公司,{},nf-404,nf-404,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
awj,淘宝中国控股有限公司,淘宝中国控股有限公司,ent,asr,asr,阿里巴巴集团控股有限公司,{},[glb],[chn],nf-404,nf-404,nf-404,nf-404,[fic],nf-404,[fic],240118：在香港注册
awm,中国中车集团有限公司,中国中车集团有限公司,ent,i-root,awm,中国中车集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240223：下属企业chn视作chn
awp,深圳市桑达实业股份有限公司,深圳市桑达实业股份有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
awl,蚂蚁科技集团股份有限公司,蚂蚁科技集团股份有限公司,ent,i-root,awl,蚂蚁科技集团股份有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,isc,fic,nf-404,fic,
awq,中国物流集团有限公司,中国物流集团有限公司,ent,i-root,awq,中国物流集团有限公司,{},nf-404,[chn],soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240118：https://www.chinalogisticsgroup.com.cn/网站下方所属企业
awr,中国核工业集团有限公司,中国核工业集团有限公司,ent,i-root,awr,中国核工业集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aws,中国核工业建设股份有限公司,中国核工业建设股份有限公司,ent,awr,awr,中国核工业集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
awt,中国核工业华兴建设有限公司,中国核工业华兴建设有限公司,ent,aws,awr,中国核工业集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
awu,中国建筑集团有限公司,中国建筑集团有限公司,ent,i-root,awu,中国建筑集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
aww,中国建筑第八工程局有限公司,中国建筑第八工程局有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
awo,无锡东方船研发展有限公司,无锡东方船研发展有限公司,ent,aoc,at0,中国船舶集团有限公司,{},[glb],[chn],[soe],nf-404,[nht],nf-404,nf-404,nf-404,nf-404,
awy,交通运输信息安全中心有限公司,交通运输信息安全中心有限公司,ent,awx,awx,交通运输通信信息集团有限公司,"{""2018-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
awx,交通运输通信信息集团有限公司,交通运输通信信息集团有限公司,ent,i-root,awx,交通运输通信信息集团有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,"240119:直属交通运输部直属正局级事业单位中国交通通信信息中心（CTTIC）；也算是运营商
交信集团是一家卫星通信解决方案提供商，参加国际移动卫星系统的运营，负责Inmarsat业务在中国的经营和管理，提供的海事卫星通信业务涵盖三代星传统业务系列、四代星移动宽带多媒体业务系列以及从传统的电话服务到数据、图像传输和IP解决方案。"
awz,中软国际有限公司,中软国际有限公司,ent,i-root,awz,中软国际有限公司,{},nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ax0,中芯国际集成电路制造有限公司,中芯国际集成电路制造有限公司,ent,i-root,ax0,中芯国际集成电路制造有限公司,{},nf-404,chn,nf-404,plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ax1,中国冶金科工集团有限公司,中国冶金科工集团有限公司,ent,ax2,ax2,中国五矿集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
awn,中国中车股份有限公司,中国中车股份有限公司,ent,awm,awm,中国中车集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ax4,中冶赛迪集团有限公司,中冶赛迪集团有限公司,ent,ax3,ax2,中国五矿集团有限公司,{},[glb],[chn],[soe],[plc],nf-404,nf-404,nf-404,nf-404,nf-404,
ax5,中国航天时代电子有限公司,中国航天时代电子有限公司,ent,at3,at3,中国航天科技集团有限公司,{},nf-404,nf-404,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
awv,中国建筑股份有限公司,中国建筑股份有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
ax6,航天时代电子技术股份有限公司,航天时代电子技术股份有限公司,ent,ax5,at3,中国航天科技集团有限公司,{},nf-404,nf-404,[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,240119：航天集团官网有列
ax7,中国航天科技国际交流中心,中国航天科技国际交流中心,org,at3,at3,中国航天科技集团有限公司,{},nf-404,nf-404,[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
ax8,苏州工业园区凌志软件股份有限公司,苏州工业园区凌志软件股份有限公司,ent,i-root,ax8,苏州工业园区凌志软件股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
ax2,中国五矿集团有限公司,中国五矿集团有限公司,ent,i-root,ax2,中国五矿集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,"240119：下属chn视同chn
240119：组织架构参考下部五矿网群-http://www.minmetals.com/"
axa,中国石油天然气集团有限公司,中国石油天然气集团有限公司,ent,i-root,axa,中国石油天然气集团有限公司,{},glb,chn,soe,nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,240119:子公司是chn，视同chn
ax9,中磊电子（苏州）有限公司,中磊电子（苏州）有限公司,ent,i-root,ax9,中磊电子（苏州）有限公司,"{""2011-01-23"":""2026-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
axc,大唐海南能源开发有限公司,大唐海南能源开发有限公司,ent,awh,awh,中国大唐集团有限公司,{},[glb],[chn],[soe],nf-404,nf-404,nf-404,nf-404,nf-404,nf-404,
axd,浪潮电子信息产业股份有限公司,浪潮电子信息产业股份有限公司,ent,aa4,aa4,浪潮集团有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,chn,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
axe,北京千方科技股份有限公司,北京千方科技股份有限公司,ent,i-root,axe,北京千方科技股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf-404,nf-404,nf-404,plc,nht,nf-404,nf-404,nf-404,nf-404,
axf,上海微钉科技有限公司,上海微钉科技有限公司,ent,i-root,axf,上海微钉科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf-404,nf-404,nf-404,nf-404,nht,nf-404,nf-404,nf-404,nf-404,
axg,中国石油集团资本股份有限公司,中国石油集团资本股份有限公司,ent,axa,axa,中国石油天然气集团有限公司,{},[glb],[chn],[soe],plc,nf-404,nf-404,nf-404,nf-404,nf-404,
