usn,name,name_fr,category,h_psn,root_node.usn,root_node.name_fr,nht_period,egc_tagx.glb500.y2023
av8,南京钢铁股份有限公司,南京钢铁股份有限公司,ent,bhz,bhz,中国中信集团有限公司,{},[glb]
av9,中国西电电气股份有限公司,中国西电电气股份有限公司,ent,ava,ava,中国电气装备集团有限公司,{},nf04
avs,四川长虹电子控股集团有限公司,四川长虹电子控股集团有限公司,ent,root-node,avs,四川长虹电子控股集团有限公司,{},nf04
avt,宜宾发展控股集团有限公司,宜宾发展控股集团有限公司,ent,root-node,avt,宜宾发展控股集团有限公司,{},nf04
avu,宜宾五粮液股份有限公司,宜宾五粮液股份有限公司,ent,avt,avt,宜宾发展控股集团有限公司,{},nf04
avv,松下控股公司,松下控股公司,ent,root-node,avv,松下控股公司,{},glb
avw,松下电器--日本,松下电器--日本,ent,avv,avv,松下控股公司,{},[glb]
avy,腾讯控股有限公司,腾讯控股有限公司,ent,root-node,avy,腾讯控股有限公司,{},glb
aw1,网易公司,网易公司,ent,root-node,aw1,网易公司,{},nf04
aw2,香港网易互动娱乐有限公司,香港网易互动娱乐有限公司,ent,aw1,aw1,网易公司,{},nf04
aw3,中国航空科技工业股份有限公司,中国航空科技工业股份有限公司,ent,auw,auw,中国航空工业集团有限公司,{},[glb]
aw0,北京世纪好未来教育科技有限公司,北京世纪好未来教育科技有限公司,ent,root-node,aw0,北京世纪好未来教育科技有限公司,"{""2014-01-23"":""2026-01-23""}",nf04
aw4,中国航空工业集团公司雷华电子技术研究所,中国航空工业集团公司雷华电子技术研究所,org,auw,auw,中国航空工业集团有限公司,{},[glb]
aw6,北京文思海辉软件技术有限公司,北京文思海辉软件技术有限公司,ent,aw5,at4,中国电子信息产业集团有限公司,"{""2008-01-23"":""2023-01-23""}",[glb]
aw7,上海合见工业软件集团有限公司,上海合见工业软件集团有限公司,ent,root-node,aw7,上海合见工业软件集团有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
aw5,中电金信数字科技集团有限公司,中电金信数字科技集团有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb]
aw8,中科创达软件股份有限公司,中科创达软件股份有限公司,ent,root-node,aw8,中科创达软件股份有限公司,"{""2010-01-23"":""2025-01-23""}",nf04
avz,中信泰富特钢集团股份有限公司,中信泰富特钢集团股份有限公司,ent,bhy,bhz,中国中信集团有限公司,{},[glb]
avx,松下电器中国东北亚公司,松下电器中国东北亚公司,ent,avw,avv,松下控股公司,{},[glb]
awc,北京小米移动软件有限公司,北京小米移动软件有限公司,ent,awb,awb,小米集团,"{""2015-01-23"":""2024-01-23""}",[glb]
awd,中国信息通信研究院,中国信息通信研究院,ent,root-node,awd,中国信息通信研究院,"{""2019-01-23"":""2025-01-23""}",nf04
awe,南京熊猫电子股份有限公司,南京熊猫电子股份有限公司,ent,alr,at4,中国电子信息产业集团有限公司,{},[glb]
awf,南京中电熊猫信息产业集团有限公司,南京中电熊猫信息产业集团有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb]
awa,福建顶点软件股份有限公司,福建顶点软件股份有限公司,ent,root-node,awa,福建顶点软件股份有限公司,"{""2008-01-23"":""2026-01-23""}",nf04
awh,中国大唐集团有限公司,中国大唐集团有限公司,ent,root-node,awh,中国大唐集团有限公司,{},glb
aw9,金山云控股有限公司,金山云控股有限公司,ent,root-node,aw9,金山云控股有限公司,{},nf04
awb,小米集团,小米集团,ent,root-node,awb,小米集团,{},glb
awg,大唐国际发电股份有限公司,大唐国际发电股份有限公司,ent,awh,awh,中国大唐集团有限公司,{},[glb]
awi,抖音有限公司,抖音有限公司,ent,root-node,awi,抖音有限公司,{},nf04
awk,浙江核新同花顺网络信息股份有限公司,浙江核新同花顺网络信息股份有限公司,ent,root-node,awk,浙江核新同花顺网络信息股份有限公司,{},nf04
awj,淘宝中国控股有限公司,淘宝中国控股有限公司,ent,asr,asr,阿里巴巴集团控股有限公司,{},[glb]
awm,中国中车集团有限公司,中国中车集团有限公司,ent,root-node,awm,中国中车集团有限公司,{},glb
awp,深圳市桑达实业股份有限公司,深圳市桑达实业股份有限公司,ent,at4,at4,中国电子信息产业集团有限公司,{},[glb]
awl,蚂蚁科技集团股份有限公司,蚂蚁科技集团股份有限公司,ent,root-node,awl,蚂蚁科技集团股份有限公司,{},nf04
awq,中国物流集团有限公司,中国物流集团有限公司,ent,root-node,awq,中国物流集团有限公司,{},nf04
awr,中国核工业集团有限公司,中国核工业集团有限公司,ent,root-node,awr,中国核工业集团有限公司,{},glb
aws,中国核工业建设股份有限公司,中国核工业建设股份有限公司,ent,awr,awr,中国核工业集团有限公司,{},[glb]
awt,中国核工业华兴建设有限公司,中国核工业华兴建设有限公司,ent,aws,awr,中国核工业集团有限公司,{},[glb]
awu,中国建筑集团有限公司,中国建筑集团有限公司,ent,root-node,awu,中国建筑集团有限公司,{},glb
aww,中国建筑第八工程局有限公司,中国建筑第八工程局有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb]
awo,无锡东方船研发展有限公司,无锡东方船研发展有限公司,ent,aoc,at0,中国船舶集团有限公司,{},[glb]
awy,交通运输信息安全中心有限公司,交通运输信息安全中心有限公司,ent,awx,awx,交通运输通信信息集团有限公司,"{""2018-01-23"":""2024-01-23""}",nf04
awx,交通运输通信信息集团有限公司,交通运输通信信息集团有限公司,ent,root-node,awx,交通运输通信信息集团有限公司,"{""2009-01-23"":""2024-01-23""}",nf04
awz,中软国际有限公司,中软国际有限公司,ent,root-node,awz,中软国际有限公司,{},nf04
ax0,中芯国际集成电路制造有限公司,中芯国际集成电路制造有限公司,ent,root-node,ax0,中芯国际集成电路制造有限公司,{},nf04
ax1,中国冶金科工集团有限公司,中国冶金科工集团有限公司,ent,ax2,ax2,中国五矿集团有限公司,{},[glb]
awn,中国中车股份有限公司,中国中车股份有限公司,ent,awm,awm,中国中车集团有限公司,{},[glb]
ax4,中冶赛迪集团有限公司,中冶赛迪集团有限公司,ent,ax3,ax2,中国五矿集团有限公司,{},[glb]
ax5,中国航天时代电子有限公司,中国航天时代电子有限公司,ent,at3,at3,中国航天科技集团有限公司,{},nf04
awv,中国建筑股份有限公司,中国建筑股份有限公司,ent,awu,awu,中国建筑集团有限公司,{},[glb]
ax6,航天时代电子技术股份有限公司,航天时代电子技术股份有限公司,ent,ax5,at3,中国航天科技集团有限公司,{},nf04
ax7,中国航天科技国际交流中心,中国航天科技国际交流中心,org,at3,at3,中国航天科技集团有限公司,{},nf04
ax8,苏州工业园区凌志软件股份有限公司,苏州工业园区凌志软件股份有限公司,ent,root-node,ax8,苏州工业园区凌志软件股份有限公司,"{""2009-01-23"":""2024-01-23""}",nf04
ax2,中国五矿集团有限公司,中国五矿集团有限公司,ent,root-node,ax2,中国五矿集团有限公司,{},glb
axa,中国石油天然气集团有限公司,中国石油天然气集团有限公司,ent,root-node,axa,中国石油天然气集团有限公司,{},glb
ax9,中磊电子（苏州）有限公司,中磊电子（苏州）有限公司,ent,root-node,ax9,中磊电子（苏州）有限公司,"{""2011-01-23"":""2026-01-23""}",nf04
axc,大唐海南能源开发有限公司,大唐海南能源开发有限公司,ent,awh,awh,中国大唐集团有限公司,{},[glb]
axd,浪潮电子信息产业股份有限公司,浪潮电子信息产业股份有限公司,ent,aa4,aa4,浪潮集团有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
axe,北京千方科技股份有限公司,北京千方科技股份有限公司,ent,root-node,axe,北京千方科技股份有限公司,"{""2008-01-23"":""2023-01-23""}",nf04
axf,上海微钉科技有限公司,上海微钉科技有限公司,ent,root-node,axf,上海微钉科技有限公司,"{""2019-01-23"":""2025-01-23""}",nf04
axg,中国石油集团资本股份有限公司,中国石油集团资本股份有限公司,ent,axa,axa,中国石油天然气集团有限公司,{},[glb]
axh,北京国际人力资本集团股份有限公司,北京国际人力资本集团股份有限公司,ent,root-node,axh,北京国际人力资本集团股份有限公司,{},nf04
axj,江苏华锐频科技有限公司,江苏华锐频科技有限公司,ent,an8,an8,浙江大华技术股份有限公司,"{""2023-01-23"":""2026-01-23""}",nf04
axk,快手科技,快手科技,ent,root-node,axk,快手科技,{},nf04
axi,福特汽车公司,福特汽车公司,ent,root-node,axi,福特汽车公司,{},glb
axl,携程集团有限公司,携程集团有限公司,ent,root-node,axl,携程集团有限公司,{},nf04
axm,百度集团股份有限公司,百度集团股份有限公司,ent,root-node,axm,百度集团股份有限公司,{},nf04
axn,苏宁环球股份有限公司,苏宁环球股份有限公司,ent,root-node,axn,苏宁环球股份有限公司,{},nf04
axo,国家能源投资集团有限责任公司,国家能源投资集团有限责任公司,ent,root-node,axo,国家能源投资集团有限责任公司,{},glb
axp,国电科技环保集团有限责任公司,国电科技环保集团有限责任公司,ent,axo,axo,国家能源投资集团有限责任公司,{},[glb]
axb,中国石油化工集团有限公司,中国石油化工集团有限公司,ent,root-node,axb,中国石油化工集团有限公司,{},glb
axq,国电电力发展股份有限公司,国电电力发展股份有限公司,ent,axo,axo,国家能源投资集团有限责任公司,{},[glb]
axt,TCL科技集团股份有限公司,TCL科技集团股份有限公司,ent,root-node,axt,TCL科技集团股份有限公司,{},nf04
axr,北京巨量引擎网络技术有限公司,北京巨量引擎网络技术有限公司,ent,awi,awi,抖音有限公司,{},nf04
axv,爱奇艺有限公司,爱奇艺有限公司,ent,root-node,axv,爱奇艺有限公司,{},nf04
ax3,中国冶金科工股份有限公司,中国冶金科工股份有限公司,ent,ax1,ax2,中国五矿集团有限公司,{},[glb]
axw,安道麦股份有限公司,安道麦股份有限公司,ent,root-node,axw,安道麦股份有限公司,{},nf04
axx,安徽楚江科技新材料股份有限公司,安徽楚江科技新材料股份有限公司,ent,root-node,axx,安徽楚江科技新材料股份有限公司,{},nf04
axz,安徽海螺水泥股份有限公司,安徽海螺水泥股份有限公司,ent,axy,axy,安徽海螺集团有限责任公司,{},[glb]
axy,安徽海螺集团有限责任公司,安徽海螺集团有限责任公司,ent,root-node,axy,安徽海螺集团有限责任公司,{},glb
ay1,安徽建工集团股份有限公司,安徽建工集团股份有限公司,ent,root-node,ay1,安徽建工集团股份有限公司,{},nf04
axs,TCL电子控股有限公司,TCL电子控股有限公司,ent,root-node,axs,TCL电子控股有限公司,{},nf04
axu,阿特斯太阳能有限公司,阿特斯太阳能有限公司,ent,root-node,axu,阿特斯太阳能有限公司,{},nf04
ay0,安徽辉隆农资集团股份有限公司,安徽辉隆农资集团股份有限公司,ent,root-node,ay0,安徽辉隆农资集团股份有限公司,{},nf04
ay3,安踏体育用品集团有限公司,安踏体育用品集团有限公司,ent,root-node,ay3,安踏体育用品集团有限公司,{},nf04
ay2,安徽省皖能股份有限公司,安徽省皖能股份有限公司,ent,root-node,ay2,安徽省皖能股份有限公司,{},nf04
ay5,鞍钢股份有限公司,鞍钢股份有限公司,ent,bji,ay6,鞍钢集团有限公司,{},[glb]
ay4,安阳钢铁股份有限公司,安阳钢铁股份有限公司,ent,root-node,ay4,安阳钢铁股份有限公司,{},nf04
ay9,宝龙地产控股有限公司,宝龙地产控股有限公司,ent,root-node,ay9,宝龙地产控股有限公司,{},nf04
ay7,白银有色集团股份有限公司,白银有色集团股份有限公司,ent,bjx,bhz,中国中信集团有限公司,{},[glb]
aya,宝山钢铁股份有限公司,宝山钢铁股份有限公司,ent,bdu,bdu,中国宝武钢铁集团有限公司,{},[glb]
ayb,宝胜科技创新股份有限公司,宝胜科技创新股份有限公司,ent,root-node,ayb,宝胜科技创新股份有限公司,{},nf04
ayc,宝业集团股份有限公司,宝业集团股份有限公司,ent,root-node,ayc,宝业集团股份有限公司,{},nf04
ayd,保利发展控股集团股份有限公司,保利发展控股集团股份有限公司,ent,bdv,bdv,中国保利集团有限公司,{},[glb]
ay6,鞍钢集团有限公司,鞍钢集团有限公司,ent,root-node,ay6,鞍钢集团有限公司,{},glb
ay8,百世集团,百世集团,ent,root-node,ay8,百世集团,{},nf04
ayh,北方华锦化学工业股份有限公司,北方华锦化学工业股份有限公司,ent,bjy,bdx,中国兵器工业集团有限公司,{},[glb]
ayi,北京北辰实业股份有限公司,北京北辰实业股份有限公司,ent,root-node,ayi,北京北辰实业股份有限公司,{},nf04
aye,保利协鑫能源控股有限公司,保利协鑫能源控股有限公司,ent,bjg,bb2,协鑫集团有限公司,{},nf04
ayk,北京大北农科技集团股份有限公司,北京大北农科技集团股份有限公司,ent,root-node,ayk,北京大北农科技集团股份有限公司,{},nf04
ayl,北京东方雨虹防水技术股份有限公司,北京东方雨虹防水技术股份有限公司,ent,root-node,ayl,北京东方雨虹防水技术股份有限公司,{},nf04
aym,北京国联视讯信息技术股份有限公司,北京国联视讯信息技术股份有限公司,ent,root-node,aym,北京国联视讯信息技术股份有限公司,{},nf04
ayn,北京建龙重工集团有限公司,北京建龙重工集团有限公司,ent,root-node,ayn,北京建龙重工集团有限公司,{},glb
ayo,北京金隅集团股份有限公司,北京金隅集团股份有限公司,ent,root-node,ayo,北京金隅集团股份有限公司,{},nf04
ayp,北京京能电力股份有限公司,北京京能电力股份有限公司,ent,root-node,ayp,北京京能电力股份有限公司,{},nf04
ayq,北京控股有限公司,北京控股有限公司,ent,root-node,ayq,北京控股有限公司,{},nf04
ayr,北京蓝色光标数据科技股份有限公司,北京蓝色光标数据科技股份有限公司,ent,root-node,ayr,北京蓝色光标数据科技股份有限公司,{},nf04
ays,北京汽车股份有限公司,北京汽车股份有限公司,ent,ayt,ayt,北京汽车集团有限公司,{},[glb]
ayg,北大荒农垦集团有限公司,北大荒农垦集团有限公司,ent,root-node,ayg,北大荒农垦集团有限公司,{},nf04
ayu,北京首都开发股份有限公司,北京首都开发股份有限公司,ent,root-node,ayu,北京首都开发股份有限公司,{},nf04
ayv,北京首钢股份有限公司,北京首钢股份有限公司,ent,root-node,ayv,北京首钢股份有限公司,{},nf04
ayw,北控水务集团有限公司,北控水务集团有限公司,ent,ayq,ayq,北京控股有限公司,{},nf04
ayx,北汽福田汽车股份有限公司,北汽福田汽车股份有限公司,ent,ayt,ayt,北京汽车集团有限公司,{},[glb]
ayf,保利置业集团有限公司,保利置业集团有限公司,ent,bjh,bdv,中国保利集团有限公司,{},[glb]
ayt,北京汽车集团有限公司,北京汽车集团有限公司,ent,root-node,ayt,北京汽车集团有限公司,{},glb
az0,贝壳控股有限公司,贝壳控股有限公司,ent,root-node,az0,贝壳控股有限公司,{},nf04
az1,本钢板材股份有限公司,本钢板材股份有限公司,ent,bjj,ay6,鞍钢集团有限公司,{},[glb]
az2,碧桂园控股有限公司,碧桂园控股有限公司,ent,root-node,az2,碧桂园控股有限公司,{},glb
az3,渤海银行股份有限公司,渤海银行股份有限公司,ent,root-node,az3,渤海银行股份有限公司,{},nf04
az4,渤海租赁股份有限公司,渤海租赁股份有限公司,ent,root-node,az4,渤海租赁股份有限公司,{},nf04
az5,步步高商业连锁股份有限公司,步步高商业连锁股份有限公司,ent,root-node,az5,步步高商业连锁股份有限公司,{},nf04
az6,超威动力控股有限公司,超威动力控股有限公司,ent,root-node,az6,超威动力控股有限公司,{},nf04
az7,成都兴城投资集团有限公司,成都兴城投资集团有限公司,ent,root-node,az7,成都兴城投资集团有限公司,{},glb
az8,传化智联股份有限公司,传化智联股份有限公司,ent,root-node,az8,传化智联股份有限公司,{},nf04
az9,创维集团有限公司,创维集团有限公司,ent,root-node,az9,创维集团有限公司,{},nf04
ayj,北京城建投资发展股份有限公司,北京城建投资发展股份有限公司,ent,root-node,ayj,北京城建投资发展股份有限公司,{},nf04
aza,创新新材料科技股份有限公司,创新新材料科技股份有限公司,ent,root-node,aza,创新新材料科技股份有限公司,{},nf04
azb,达利食品集团有限公司,达利食品集团有限公司,ent,root-node,azb,达利食品集团有限公司,{},nf04
azc,大联大投资控股股份有限公司,大联大投资控股股份有限公司,ent,root-node,azc,大联大投资控股股份有限公司,{},nf04
azd,大明国际控股有限公司,大明国际控股有限公司,ent,root-node,azd,大明国际控股有限公司,{},nf04
aze,大秦铁路股份有限公司,大秦铁路股份有限公司,ent,root-node,aze,大秦铁路股份有限公司,{},nf04
ayy,北汽蓝谷新能源科技股份有限公司,北汽蓝谷新能源科技股份有限公司,ent,ayt,ayt,北京汽车集团有限公司,{},[glb]
ayz,贝壳,贝壳,ent,root-node,ayz,贝壳,{},nf04
azi,大悦城控股集团股份有限公司,大悦城控股集团股份有限公司,ent,root-node,azi,大悦城控股集团股份有限公司,{},nf04
azj,德邦物流股份有限公司,德邦物流股份有限公司,ent,root-node,azj,德邦物流股份有限公司,{},nf04
azk,德信中国控股有限公司,德信中国控股有限公司,ent,root-node,azk,德信中国控股有限公司,{},nf04
azl,滴滴全球有限公司,滴滴全球有限公司,ent,root-node,azl,滴滴全球有限公司,{},nf04
azm,叮咚买菜(开曼)有限公司,叮咚买菜(开曼)有限公司,ent,root-node,azm,叮咚买菜(开曼)有限公司,{},nf04
azn,东方电气股份有限公司,东方电气股份有限公司,ent,root-node,azn,东方电气股份有限公司,{},nf04
azo,东方国际创业股份有限公司,东方国际创业股份有限公司,ent,root-node,azo,东方国际创业股份有限公司,{},nf04
azp,东方海外(国际)有限公司,东方海外(国际)有限公司,ent,root-node,azp,东方海外(国际)有限公司,{},nf04
azq,东方航空物流股份有限公司,东方航空物流股份有限公司,ent,root-node,azq,东方航空物流股份有限公司,{},nf04
azr,东方日升新能源股份有限公司,东方日升新能源股份有限公司,ent,root-node,azr,东方日升新能源股份有限公司,{},nf04
azs,东方证券股份有限公司,东方证券股份有限公司,ent,root-node,azs,东方证券股份有限公司,{},nf04
bjm,中国平安财产保险股份有限公司,中国平安财产保险股份有限公司,ent,bgg,bgg,中国平安保险（集团）股份有限公司,{},[glb]
azg,大商股份有限公司,大商股份有限公司,ent,root-node,azg,大商股份有限公司,{},nf04
bjn,河南豫能控股股份有限公司,河南豫能控股股份有限公司,ent,root-node,bjn,河南豫能控股股份有限公司,{},nf04
azw,东风汽车集团有限公司,东风汽车集团有限公司,ent,root-node,azw,东风汽车集团有限公司,{},glb
azv,东风汽车集团股份有限公司,东风汽车集团股份有限公司,ent,azw,azw,东风汽车集团有限公司,{},[glb]
azx,东华能源股份有限公司,东华能源股份有限公司,ent,root-node,azx,东华能源股份有限公司,{},nf04
azy,多喜爱集团股份有限公司,多喜爱集团股份有限公司,ent,root-node,azy,多喜爱集团股份有限公司,{},nf04
azz,烽火通信科技股份有限公司,烽火通信科技股份有限公司,ent,root-node,azz,烽火通信科技股份有限公司,{},nf04
azh,大同煤矿集团有限责任公司,大同煤矿集团有限责任公司,ent,root-node,azh,大同煤矿集团有限责任公司,{},nf04
azf,大全新能源有限公司,大全新能源有限公司,ent,root-node,azf,大全新能源有限公司,{},nf04
b00,佛山市海天调味食品股份有限公司,佛山市海天调味食品股份有限公司,ent,root-node,b00,佛山市海天调味食品股份有限公司,{},nf04
b01,福建三钢闽光股份有限公司,福建三钢闽光股份有限公司,ent,root-node,b01,福建三钢闽光股份有限公司,{},nf04
b02,福建省电子信息（集团）有限责任公司,福建省电子信息（集团）有限责任公司,ent,root-node,b02,福建省电子信息（集团）有限责任公司,{},nf04
b03,福耀玻璃工业集团股份有限公司,福耀玻璃工业集团股份有限公司,ent,root-node,b03,福耀玻璃工业集团股份有限公司,{},nf04
b04,阜丰集团有限公司,阜丰集团有限公司,ent,root-node,b04,阜丰集团有限公司,{},nf04
b05,复星国际有限公司,复星国际有限公司,ent,root-node,b05,复星国际有限公司,{},nf04
b06,富邦金融控股股份有限公司,富邦金融控股股份有限公司,ent,root-node,b06,富邦金融控股股份有限公司,{},nf04
b07,甘肃酒钢集团宏兴钢铁股份有限公司,甘肃酒钢集团宏兴钢铁股份有限公司,ent,root-node,b07,甘肃酒钢集团宏兴钢铁股份有限公司,{},nf04
b08,港中旅华贸国际物流股份有限公司,港中旅华贸国际物流股份有限公司,ent,root-node,b08,港中旅华贸国际物流股份有限公司,{},nf04
b09,歌尔股份有限公司,歌尔股份有限公司,ent,root-node,b09,歌尔股份有限公司,{},nf04
b0a,格林美股份有限公司,格林美股份有限公司,ent,root-node,b0a,格林美股份有限公司,{},nf04
b0c,光明房地产集团股份有限公司,光明房地产集团股份有限公司,ent,root-node,b0c,光明房地产集团股份有限公司,{},nf04
b0d,光明乳业股份有限公司,光明乳业股份有限公司,ent,root-node,b0d,光明乳业股份有限公司,{},nf04
b0e,广达电脑公司,广达电脑公司,ent,root-node,b0e,广达电脑公司,{},glb
b0f,广东电力发展股份有限公司,广东电力发展股份有限公司,ent,root-node,b0f,广东电力发展股份有限公司,{},nf04
b0g,广东海大集团股份有限公司,广东海大集团股份有限公司,ent,root-node,b0g,广东海大集团股份有限公司,{},nf04
b0b,冠捷电子科技股份有限公司,冠捷电子科技股份有限公司,ent,root-node,b0b,冠捷电子科技股份有限公司,{},nf04
b0h,广东领益智造股份有限公司,广东领益智造股份有限公司,ent,root-node,b0h,广东领益智造股份有限公司,{},nf04
b0l,广汇能源股份有限公司,广汇能源股份有限公司,ent,root-node,b0l,广汇能源股份有限公司,{},nf04
b0m,广汇汽车服务集团股份公司,广汇汽车服务集团股份公司,ent,root-node,b0m,广汇汽车服务集团股份公司,{},nf04
b0n,广深铁路股份有限公司,广深铁路股份有限公司,ent,root-node,b0n,广深铁路股份有限公司,{},nf04
b0j,广东省广新控股集团有限公司,广东省广新控股集团有限公司,ent,root-node,b0j,广东省广新控股集团有限公司,{},glb
b0p,广西投资集团有限公司,广西投资集团有限公司,ent,root-node,b0p,广西投资集团有限公司,{},glb
b0o,广西桂东电力股份有限公司,广西桂东电力股份有限公司,ent,root-node,b0o,广西桂东电力股份有限公司,{},nf04
b0q,广州白云山医药集团股份有限公司,广州白云山医药集团股份有限公司,ent,root-node,b0q,广州白云山医药集团股份有限公司,{},nf04
b0i,广东韶钢松山股份有限公司,广东韶钢松山股份有限公司,ent,root-node,b0i,广东韶钢松山股份有限公司,{},nf04
b0t,广州工业投资控股集团有限公司,广州工业投资控股集团有限公司,ent,root-node,b0t,广州工业投资控股集团有限公司,{},glb
b0u,广州农村商业银行股份有限公司,广州农村商业银行股份有限公司,ent,root-node,b0u,广州农村商业银行股份有限公司,{},nf04
b0v,广州汽车工业集团有限公司,广州汽车工业集团有限公司,ent,root-node,b0v,广州汽车工业集团有限公司,{},glb
b0w,广州汽车集团股份有限公司,广州汽车集团股份有限公司,ent,b0v,b0v,广州汽车工业集团有限公司,{},[glb]
b0s,广州富力地产股份有限公司,广州富力地产股份有限公司,ent,root-node,b0s,广州富力地产股份有限公司,{},nf04
b0x,广州市建筑集团有限公司,广州市建筑集团有限公司,ent,root-node,b0x,广州市建筑集团有限公司,{},glb
b0y,广州医药集团有限公司,广州医药集团有限公司,ent,root-node,b0y,广州医药集团有限公司,{},glb
b0z,贵研铂业股份有限公司,贵研铂业股份有限公司,ent,root-node,b0z,贵研铂业股份有限公司,{},nf04
b10,贵州茅台酒股份有限公司,贵州茅台酒股份有限公司,ent,root-node,b10,贵州茅台酒股份有限公司,{},nf04
b11,国机汽车股份有限公司,国机汽车股份有限公司,ent,bff,bff,中国机械工业集团有限公司,{},[glb]
b0k,广发证券股份有限公司,广发证券股份有限公司,ent,root-node,b0k,广发证券股份有限公司,{},nf04
b12,新奥集团股份有限公司,新奥集团股份有限公司,ent,root-node,b12,新奥集团股份有限公司,{},nf04
b13,国家电力投资集团有限公司,国家电力投资集团有限公司,ent,root-node,b13,国家电力投资集团有限公司,{},glb
b0r,广州发展集团股份有限公司,广州发展集团股份有限公司,ent,root-node,b0r,广州发展集团股份有限公司,{},nf04
b14,国家开发投资集团有限公司,国家开发投资集团有限公司,ent,root-node,b14,国家开发投资集团有限公司,{},nf04
b16,国家农业信贷担保联盟有限责任公司,国家农业信贷担保联盟有限责任公司,ent,root-node,b16,国家农业信贷担保联盟有限责任公司,{},nf04
b17,国家融资担保基金有限责任公司,国家融资担保基金有限责任公司,ent,root-node,b17,国家融资担保基金有限责任公司,{},nf04
b18,国家石油天然气管网集团有限公司,国家石油天然气管网集团有限公司,ent,root-node,b18,国家石油天然气管网集团有限公司,{},nf04
b15,新希望集团有限公司,新希望集团有限公司,ent,root-node,b15,新希望集团有限公司,{},[glb]
b1c,国投电力控股股份有限公司,国投电力控股股份有限公司,ent,b14,b14,国家开发投资集团有限公司,{},nf04
b1b,国泰君安证券股份有限公司,国泰君安证券股份有限公司,ent,root-node,b1b,国泰君安证券股份有限公司,{},nf04
b1d,国信证券股份有限公司,国信证券股份有限公司,ent,root-node,b1d,国信证券股份有限公司,{},nf04
b1e,国药控股股份有限公司,国药控股股份有限公司,ent,bhc,bhc,中国医药集团有限公司,{},[glb]
b1f,国银金融租赁股份有限公司,国银金融租赁股份有限公司,ent,asn,asn,国家开发银行,{},nf04
b1h,哈尔滨电气集团有限公司,哈尔滨电气集团有限公司,ent,root-node,b1h,哈尔滨电气集团有限公司,{},nf04
b1a,国泰金融控股股份有限公司,国泰金融控股股份有限公司,ent,root-node,b1a,国泰金融控股股份有限公司,{},nf04
b1j,海尔智家股份有限公司,海尔智家股份有限公司,ent,root-node,b1j,海尔智家股份有限公司,{},glb
b1k,海丰国际控股有限公司,海丰国际控股有限公司,ent,root-node,b1k,海丰国际控股有限公司,{},nf04
b1l,海航科技股份有限公司,海航科技股份有限公司,ent,root-node,b1l,海航科技股份有限公司,{},nf04
b1m,海澜之家股份有限公司,海澜之家股份有限公司,ent,root-node,b1m,海澜之家股份有限公司,{},nf04
b1n,海澜之家集团股份有限公司,海澜之家集团股份有限公司,ent,root-node,b1n,海澜之家集团股份有限公司,{},nf04
b1o,海亮集团有限公司,海亮集团有限公司,ent,root-node,b1o,海亮集团有限公司,{},nf04
b1p,海南航空控股股份有限公司,海南航空控股股份有限公司,ent,root-node,b1p,海南航空控股股份有限公司,{},nf04
b1q,海通证券股份有限公司,海通证券股份有限公司,ent,root-node,b1q,海通证券股份有限公司,{},nf04
b1r,海信视像科技股份有限公司,海信视像科技股份有限公司,ent,a5f,a5g,海信集团有限公司,{},nf04
b1s,杭州滨江房产集团股份有限公司,杭州滨江房产集团股份有限公司,ent,root-node,b1s,杭州滨江房产集团股份有限公司,{},nf04
b1i,海底捞国际控股有限公司,海底捞国际控股有限公司,ent,root-node,b1i,海底捞国际控股有限公司,{},nf04
b1t,杭州钢铁股份有限公司,杭州钢铁股份有限公司,ent,b1u,b1u,杭州钢铁集团有限公司,{},[glb]
b19,国美零售控股有限公司,国美零售控股有限公司,ent,root-node,b19,国美零售控股有限公司,{},nf04
b1g,哈尔滨电气股份有限公司,哈尔滨电气股份有限公司,ent,b1h,b1h,哈尔滨电气集团有限公司,{},nf04
b1v,航天信息股份有限公司,航天信息股份有限公司,ent,av4,av4,中国航天科工集团有限公司,{},[glb]
b1w,禾丰食品股份有限公司,禾丰食品股份有限公司,ent,root-node,b1w,禾丰食品股份有限公司,{},nf04
b1x,合景泰富集团控股有限公司,合景泰富集团控股有限公司,ent,root-node,b1x,合景泰富集团控股有限公司,{},nf04
b1y,合力泰科技股份有限公司,合力泰科技股份有限公司,ent,root-node,b1y,合力泰科技股份有限公司,{},nf04
b1u,杭州钢铁集团有限公司,杭州钢铁集团有限公司,ent,root-node,b1u,杭州钢铁集团有限公司,{},glb
b21,和硕,和硕,ent,root-node,b21,和硕,{},glb
b22,河北建设集团股份有限公司,河北建设集团股份有限公司,ent,root-node,b22,河北建设集团股份有限公司,{},nf04
b23,河钢股份有限公司,河钢股份有限公司,ent,b24,b24,河钢集团有限公司,{},[glb]
b24,河钢集团有限公司,河钢集团有限公司,ent,root-node,b24,河钢集团有限公司,{},glb
b25,河南明泰铝业股份有限公司,河南明泰铝业股份有限公司,ent,root-node,b25,河南明泰铝业股份有限公司,{},nf04
b1z,合生创展集团有限公司,合生创展集团有限公司,ent,root-node,b1z,合生创展集团有限公司,{},nf04
